episode,alpha_emp,N,A1_action,A2_action,r1,r2,r1_shaped,r2_shaped,epsilon_A1,epsilon_A2,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
53,0.8,2,C,D,0.0,5.0,1.0,4.0,0.7667,0.7667,5.0,0,,
54,0.8,2,C,C,3.0,3.0,3.0,3.0,0.7629,0.7629,6.0,1,,
55,0.8,2,D,D,1.0,1.0,1.0,1.0,0.759,0.759,2.0,0,,
56,0.8,2,C,C,3.0,3.0,3.0,3.0,0.7553,0.7553,6.0,1,,
57,0.8,2,D,D,1.0,1.0,1.0,1.0,0.7515,0.7515,2.0,0,,
58,0.8,2,C,D,0.0,5.0,1.0,4.0,0.7477,0.7477,5.0,0,,
59,0.8,2,C,D,0.0,5.0,1.0,4.0,0.744,0.744,5.0,0,,
60,0.8,2,C,C,3.0,3.0,3.0,3.0,0.7403,0.7403,6.0,1,,
61,0.8,2,C,C,3.0,3.0,3.0,3.0,0.7366,0.7366,6.0,1,,
62,0.8,2,C,D,0.0,5.0,1.0,4.0,0.7329,0.7329,5.0,0,,
63,0.8,2,C,D,0.0,5.0,1.0,4.0,0.7292,0.7292,5.0,0,,
64,0.8,2,C,D,0.0,5.0,1.0,4.0,0.7256,0.7256,5.0,0,,
65,0.8,2,C,C,3.0,3.0,3.0,3.0,0.7219,0.7219,6.0,1,,
66,0.8,2,D,C,5.0,0.0,4.0,1.0,0.7183,0.7183,5.0,0,,
67,0.8,2,D,D,1.0,1.0,1.0,1.0,0.7147,0.7147,2.0,0,,
68,0.8,2,C,D,0.0,5.0,1.0,4.0,0.7112,0.7112,5.0,0,,
69,0.8,2,C,C,3.0,3.0,3.0,3.0,0.7076,0.7076,6.0,1,,
70,0.8,2,C,D,0.0,5.0,1.0,4.0,0.7041,0.7041,5.0,0,,
71,0.8,2,D,C,5.0,0.0,4.0,1.0,0.7005,0.7005,5.0,0,,
72,0.8,2,D,C,5.0,0.0,4.0,1.0,0.697,0.697,5.0,0,,
73,0.8,2,D,C,5.0,0.0,4.0,1.0,0.6936,0.6936,5.0,0,,
74,0.8,2,D,C,5.0,0.0,4.0,1.0,0.6901,0.6901,5.0,0,,
75,0.8,2,D,D,1.0,1.0,1.0,1.0,0.6866,0.6866,2.0,0,,
76,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6832,0.6832,5.0,0,,
77,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6798,0.6798,5.0,0,,
78,0.8,2,C,C,3.0,3.0,3.0,3.0,0.6764,0.6764,6.0,1,,
79,0.8,2,D,C,5.0,0.0,4.0,1.0,0.673,0.673,5.0,0,,
80,0.8,2,C,C,3.0,3.0,3.0,3.0,0.6696,0.6696,6.0,1,,
81,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6663,0.6663,5.0,0,,
82,0.8,2,C,D,0.0,5.0,1.0,4.0,0.663,0.663,5.0,0,,
83,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6597,0.6597,5.0,0,,
84,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6564,0.6564,5.0,0,,
85,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6531,0.6531,5.0,0,,
86,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6498,0.6498,5.0,0,,
87,0.8,2,D,C,5.0,0.0,4.0,1.0,0.6466,0.6466,5.0,0,,
88,0.8,2,D,C,5.0,0.0,4.0,1.0,0.6433,0.6433,5.0,0,,
89,0.8,2,D,D,1.0,1.0,1.0,1.0,0.6401,0.6401,2.0,0,,
90,0.8,2,D,D,1.0,1.0,1.0,1.0,0.6369,0.6369,2.0,0,,
91,0.8,2,C,C,3.0,3.0,3.0,3.0,0.6337,0.6337,6.0,1,,
92,0.8,2,D,C,5.0,0.0,4.0,1.0,0.6306,0.6306,5.0,0,,
93,0.8,2,D,D,1.0,1.0,1.0,1.0,0.6274,0.6274,2.0,0,,
94,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6243,0.6243,5.0,0,,
95,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6211,0.6211,5.0,0,,
96,0.8,2,D,D,1.0,1.0,1.0,1.0,0.618,0.618,2.0,0,,
97,0.8,2,C,C,3.0,3.0,3.0,3.0,0.6149,0.6149,6.0,1,,
98,0.8,2,C,D,0.0,5.0,1.0,4.0,0.6119,0.6119,5.0,0,,
99,0.8,2,C,C,3.0,3.0,3.0,3.0,0.6088,0.6088,6.0,1,,
100,0.8,2,D,D,1.0,1.0,1.0,1.0,0.6058,0.6058,2.0,0,0.24,4.64
101,0.8,2,C,C,3.0,3.0,3.0,3.0,0.6027,0.6027,6.0,1,0.24,4.64
102,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5997,0.5997,5.0,0,0.24,4.64
103,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5967,0.5967,5.0,0,0.23,4.63
104,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5937,0.5937,5.0,0,0.23,4.63
105,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5908,0.5908,2.0,0,0.23,4.6
106,0.8,2,D,C,5.0,0.0,4.0,1.0,0.5878,0.5878,5.0,0,0.23,4.6
107,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5849,0.5849,2.0,0,0.22,4.56
108,0.8,2,D,D,1.0,1.0,1.0,1.0,0.582,0.582,2.0,0,0.22,4.53
109,0.8,2,D,C,5.0,0.0,4.0,1.0,0.579,0.579,5.0,0,0.22,4.53
110,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5762,0.5762,2.0,0,0.22,4.5
111,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5733,0.5733,2.0,0,0.22,4.47
112,0.8,2,C,C,3.0,3.0,3.0,3.0,0.5704,0.5704,6.0,1,0.23,4.51
113,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5676,0.5676,2.0,0,0.23,4.48
114,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5647,0.5647,5.0,0,0.22,4.47
115,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5619,0.5619,2.0,0,0.22,4.44
116,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5591,0.5591,5.0,0,0.22,4.47
117,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5563,0.5563,5.0,0,0.21,4.46
118,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5535,0.5535,5.0,0,0.2,4.45
119,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5507,0.5507,5.0,0,0.2,4.48
120,0.8,2,C,C,3.0,3.0,3.0,3.0,0.548,0.548,6.0,1,0.21,4.52
121,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5452,0.5452,2.0,0,0.21,4.52
122,0.8,2,C,C,3.0,3.0,3.0,3.0,0.5425,0.5425,6.0,1,0.22,4.53
123,0.8,2,D,C,5.0,0.0,4.0,1.0,0.5398,0.5398,5.0,0,0.21,4.52
124,0.8,2,D,C,5.0,0.0,4.0,1.0,0.5371,0.5371,5.0,0,0.2,4.51
125,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5344,0.5344,2.0,0,0.2,4.48
126,0.8,2,D,C,5.0,0.0,4.0,1.0,0.5318,0.5318,5.0,0,0.2,4.48
127,0.8,2,D,C,5.0,0.0,4.0,1.0,0.5291,0.5291,5.0,0,0.2,4.48
128,0.8,2,C,C,3.0,3.0,3.0,3.0,0.5264,0.5264,6.0,1,0.21,4.52
129,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5238,0.5238,5.0,0,0.21,4.55
130,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5212,0.5212,5.0,0,0.2,4.54
131,0.8,2,C,C,3.0,3.0,3.0,3.0,0.5186,0.5186,6.0,1,0.21,4.55
132,0.8,2,D,C,5.0,0.0,4.0,1.0,0.516,0.516,5.0,0,0.2,4.54
133,0.8,2,D,C,5.0,0.0,4.0,1.0,0.5134,0.5134,5.0,0,0.2,4.54
134,0.8,2,D,C,5.0,0.0,4.0,1.0,0.5108,0.5108,5.0,0,0.2,4.54
135,0.8,2,D,D,1.0,1.0,1.0,1.0,0.5083,0.5083,2.0,0,0.2,4.51
136,0.8,2,C,D,0.0,5.0,1.0,4.0,0.5058,0.5058,5.0,0,0.2,4.51
137,0.8,2,C,C,3.0,3.0,3.0,3.0,0.5032,0.5032,6.0,1,0.21,4.52
138,0.8,2,D,C,5.0,0.0,4.0,1.0,0.5007,0.5007,5.0,0,0.2,4.51
139,0.8,2,D,C,5.0,0.0,4.0,1.0,0.4982,0.4982,5.0,0,0.2,4.54
140,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4957,0.4957,5.0,0,0.2,4.54
141,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4932,0.4932,5.0,0,0.2,4.57
142,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4908,0.4908,5.0,0,0.2,4.57
143,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4883,0.4883,5.0,0,0.2,4.6
144,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4859,0.4859,5.0,0,0.2,4.63
145,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4834,0.4834,5.0,0,0.19,4.62
146,0.8,2,C,C,3.0,3.0,3.0,3.0,0.481,0.481,6.0,1,0.19,4.62
147,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4786,0.4786,2.0,0,0.19,4.59
148,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4762,0.4762,5.0,0,0.19,4.59
149,0.8,2,C,C,3.0,3.0,3.0,3.0,0.4738,0.4738,6.0,1,0.2,4.6
150,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4715,0.4715,2.0,0,0.2,4.57
151,0.8,2,D,C,5.0,0.0,4.0,1.0,0.4691,0.4691,5.0,0,0.2,4.57
152,0.8,2,D,C,5.0,0.0,4.0,1.0,0.4668,0.4668,5.0,0,0.2,4.57
153,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4644,0.4644,2.0,0,0.2,4.54
154,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4621,0.4621,5.0,0,0.19,4.53
155,0.8,2,C,C,3.0,3.0,3.0,3.0,0.4598,0.4598,6.0,1,0.2,4.57
156,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4575,0.4575,2.0,0,0.19,4.53
157,0.8,2,C,C,3.0,3.0,3.0,3.0,0.4552,0.4552,6.0,1,0.2,4.57
158,0.8,2,C,C,3.0,3.0,3.0,3.0,0.4529,0.4529,6.0,1,0.21,4.58
159,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4507,0.4507,2.0,0,0.21,4.55
160,0.8,2,C,C,3.0,3.0,3.0,3.0,0.4484,0.4484,6.0,1,0.21,4.55
161,0.8,2,D,C,5.0,0.0,4.0,1.0,0.4462,0.4462,5.0,0,0.2,4.54
162,0.8,2,D,D,1.0,1.0,1.0,1.0,0.444,0.444,2.0,0,0.2,4.51
163,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4417,0.4417,5.0,0,0.2,4.51
164,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4395,0.4395,5.0,0,0.2,4.51
165,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4373,0.4373,5.0,0,0.19,4.5
166,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4351,0.4351,2.0,0,0.19,4.47
167,0.8,2,C,D,0.0,5.0,1.0,4.0,0.433,0.433,5.0,0,0.19,4.5
168,0.8,2,C,C,3.0,3.0,3.0,3.0,0.4308,0.4308,6.0,1,0.2,4.51
169,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4286,0.4286,5.0,0,0.19,4.5
170,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4265,0.4265,5.0,0,0.19,4.5
171,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4244,0.4244,5.0,0,0.19,4.5
172,0.8,2,D,C,5.0,0.0,4.0,1.0,0.4223,0.4223,5.0,0,0.19,4.5
173,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4201,0.4201,5.0,0,0.19,4.5
174,0.8,2,C,D,0.0,5.0,1.0,4.0,0.418,0.418,5.0,0,0.19,4.5
175,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4159,0.4159,2.0,0,0.19,4.5
176,0.8,2,C,C,3.0,3.0,3.0,3.0,0.4139,0.4139,6.0,1,0.2,4.51
177,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4118,0.4118,2.0,0,0.2,4.48
178,0.8,2,C,D,0.0,5.0,1.0,4.0,0.4097,0.4097,5.0,0,0.19,4.47
179,0.8,2,C,C,3.0,3.0,3.0,3.0,0.4077,0.4077,6.0,1,0.2,4.48
180,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4057,0.4057,2.0,0,0.19,4.44
181,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4036,0.4036,2.0,0,0.19,4.41
182,0.8,2,D,D,1.0,1.0,1.0,1.0,0.4016,0.4016,2.0,0,0.19,4.38
183,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3996,0.3996,2.0,0,0.19,4.35
184,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3976,0.3976,5.0,0,0.19,4.35
185,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3956,0.3956,5.0,0,0.19,4.35
186,0.8,2,D,C,5.0,0.0,4.0,1.0,0.3936,0.3936,5.0,0,0.19,4.35
187,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3917,0.3917,5.0,0,0.19,4.35
188,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3897,0.3897,5.0,0,0.19,4.35
189,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3878,0.3878,5.0,0,0.19,4.38
190,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3858,0.3858,5.0,0,0.19,4.41
191,0.8,2,C,C,3.0,3.0,3.0,3.0,0.3839,0.3839,6.0,1,0.19,4.41
192,0.8,2,D,C,5.0,0.0,4.0,1.0,0.382,0.382,5.0,0,0.19,4.41
193,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3801,0.3801,2.0,0,0.19,4.41
194,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3782,0.3782,5.0,0,0.19,4.41
195,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3763,0.3763,5.0,0,0.19,4.41
196,0.8,2,C,C,3.0,3.0,3.0,3.0,0.3744,0.3744,6.0,1,0.2,4.45
197,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3725,0.3725,2.0,0,0.19,4.41
198,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3707,0.3707,5.0,0,0.19,4.41
199,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3688,0.3688,5.0,0,0.18,4.4
200,0.8,2,C,C,3.0,3.0,3.0,3.0,0.367,0.367,6.0,1,0.19,4.44
201,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3651,0.3651,2.0,0,0.18,4.4
202,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3633,0.3633,5.0,0,0.18,4.4
203,0.8,2,C,C,3.0,3.0,3.0,3.0,0.3615,0.3615,6.0,1,0.19,4.41
204,0.8,2,D,C,5.0,0.0,4.0,1.0,0.3597,0.3597,5.0,0,0.19,4.41
205,0.8,2,D,C,5.0,0.0,4.0,1.0,0.3579,0.3579,5.0,0,0.19,4.44
206,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3561,0.3561,5.0,0,0.19,4.44
207,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3543,0.3543,5.0,0,0.19,4.47
208,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3525,0.3525,5.0,0,0.19,4.5
209,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3508,0.3508,5.0,0,0.19,4.5
210,0.8,2,C,D,0.0,5.0,1.0,4.0,0.349,0.349,5.0,0,0.19,4.53
211,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3473,0.3473,5.0,0,0.19,4.56
212,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3455,0.3455,5.0,0,0.18,4.55
213,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3438,0.3438,5.0,0,0.18,4.58
214,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3421,0.3421,5.0,0,0.18,4.58
215,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3404,0.3404,5.0,0,0.18,4.61
216,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3387,0.3387,5.0,0,0.18,4.61
217,0.8,2,D,D,1.0,1.0,1.0,1.0,0.337,0.337,2.0,0,0.18,4.58
218,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3353,0.3353,5.0,0,0.18,4.58
219,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3336,0.3336,5.0,0,0.18,4.58
220,0.8,2,C,C,3.0,3.0,3.0,3.0,0.332,0.332,6.0,1,0.18,4.58
221,0.8,2,D,C,5.0,0.0,4.0,1.0,0.3303,0.3303,5.0,0,0.18,4.61
222,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3286,0.3286,2.0,0,0.17,4.57
223,0.8,2,C,D,0.0,5.0,1.0,4.0,0.327,0.327,5.0,0,0.17,4.57
224,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3254,0.3254,5.0,0,0.17,4.57
225,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3237,0.3237,5.0,0,0.17,4.6
226,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3221,0.3221,5.0,0,0.17,4.6
227,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3205,0.3205,5.0,0,0.17,4.6
228,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3189,0.3189,5.0,0,0.16,4.59
229,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3173,0.3173,5.0,0,0.16,4.59
230,0.8,2,C,C,3.0,3.0,3.0,3.0,0.3157,0.3157,6.0,1,0.17,4.6
231,0.8,2,D,C,5.0,0.0,4.0,1.0,0.3141,0.3141,5.0,0,0.16,4.59
232,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3126,0.3126,2.0,0,0.16,4.56
233,0.8,2,C,C,3.0,3.0,3.0,3.0,0.311,0.311,6.0,1,0.17,4.57
234,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3095,0.3095,2.0,0,0.17,4.54
235,0.8,2,C,C,3.0,3.0,3.0,3.0,0.3079,0.3079,6.0,1,0.18,4.58
236,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3064,0.3064,2.0,0,0.18,4.55
237,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3048,0.3048,5.0,0,0.17,4.54
238,0.8,2,D,D,1.0,1.0,1.0,1.0,0.3033,0.3033,2.0,0,0.17,4.51
239,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3018,0.3018,5.0,0,0.17,4.51
240,0.8,2,C,D,0.0,5.0,1.0,4.0,0.3003,0.3003,5.0,0,0.17,4.51
241,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2988,0.2988,5.0,0,0.17,4.51
242,0.8,2,D,D,1.0,1.0,1.0,1.0,0.2973,0.2973,2.0,0,0.17,4.48
243,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2958,0.2958,5.0,0,0.17,4.48
244,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2943,0.2943,5.0,0,0.17,4.48
245,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2929,0.2929,5.0,0,0.17,4.48
246,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2914,0.2914,5.0,0,0.16,4.47
247,0.8,2,C,C,3.0,3.0,3.0,3.0,0.2899,0.2899,6.0,1,0.17,4.51
248,0.8,2,D,D,1.0,1.0,1.0,1.0,0.2885,0.2885,2.0,0,0.17,4.48
249,0.8,2,C,D,0.0,5.0,1.0,4.0,0.287,0.287,5.0,0,0.16,4.47
250,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2856,0.2856,5.0,0,0.16,4.5
251,0.8,2,D,D,1.0,1.0,1.0,1.0,0.2842,0.2842,2.0,0,0.16,4.47
252,0.8,2,D,D,1.0,1.0,1.0,1.0,0.2828,0.2828,2.0,0,0.16,4.44
253,0.8,2,D,D,1.0,1.0,1.0,1.0,0.2813,0.2813,2.0,0,0.16,4.44
254,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2799,0.2799,5.0,0,0.16,4.44
255,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2785,0.2785,5.0,0,0.15,4.43
256,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2771,0.2771,5.0,0,0.15,4.46
257,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2758,0.2758,5.0,0,0.14,4.45
258,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2744,0.2744,5.0,0,0.13,4.44
259,0.8,2,C,D,0.0,5.0,1.0,4.0,0.273,0.273,5.0,0,0.13,4.47
260,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2716,0.2716,5.0,0,0.12,4.46
261,0.8,2,C,C,3.0,3.0,3.0,3.0,0.2703,0.2703,6.0,1,0.13,4.47
262,0.8,2,D,D,1.0,1.0,1.0,1.0,0.2689,0.2689,2.0,0,0.13,4.47
263,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2676,0.2676,5.0,0,0.13,4.47
264,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2663,0.2663,5.0,0,0.13,4.47
265,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2649,0.2649,5.0,0,0.13,4.47
266,0.8,2,C,C,3.0,3.0,3.0,3.0,0.2636,0.2636,6.0,1,0.14,4.51
267,0.8,2,D,D,1.0,1.0,1.0,1.0,0.2623,0.2623,2.0,0,0.14,4.48
268,0.8,2,C,D,0.0,5.0,1.0,4.0,0.261,0.261,5.0,0,0.13,4.47
269,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2597,0.2597,5.0,0,0.13,4.47
270,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2584,0.2584,5.0,0,0.13,4.47
271,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2571,0.2571,5.0,0,0.13,4.47
272,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2558,0.2558,5.0,0,0.13,4.47
273,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2545,0.2545,5.0,0,0.13,4.47
274,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2532,0.2532,5.0,0,0.13,4.47
275,0.8,2,C,D,0.0,5.0,1.0,4.0,0.252,0.252,5.0,0,0.13,4.5
276,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2507,0.2507,5.0,0,0.12,4.49
277,0.8,2,D,D,1.0,1.0,1.0,1.0,0.2495,0.2495,2.0,0,0.12,4.49
278,0.8,2,C,D,0.0,5.0,1.0,4.0,0.2482,0.2482,5.0,0,0.12,4.49
