episode,alpha_emp,N,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
80,0.5,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.6696,0.6696,0.6696,0.6696,9.3333,0,,
81,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.6663,0.6663,0.6663,0.6663,7.0,0,,
82,0.5,4,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.663,0.663,0.663,0.663,9.3333,0,,
83,0.5,4,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.6597,0.6597,0.6597,0.6597,9.3333,0,,
84,0.5,4,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.6564,0.6564,0.6564,0.6564,11.0,0,,
85,0.5,4,C,D,C,C,2.0,5.0,2.0,2.0,2.5,3.5,2.5,2.5,0.6531,0.6531,0.6531,0.6531,11.0,0,,
86,0.5,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6498,0.6498,0.6498,0.6498,12.0,1,,
87,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.6466,0.6466,0.6466,0.6466,9.3333,0,,
88,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.6433,0.6433,0.6433,0.6433,9.3333,0,,
89,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6401,0.6401,0.6401,0.6401,4.0,0,,
90,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.6369,0.6369,0.6369,0.6369,9.3333,0,,
91,0.5,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.7778,1.8889,2.7778,1.8889,0.6337,0.6337,0.6337,0.6337,9.3333,0,,
92,0.5,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.6306,0.6306,0.6306,0.6306,7.0,0,,
93,0.5,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.6274,0.6274,0.6274,0.6274,7.0,0,,
94,0.5,4,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.6243,0.6243,0.6243,0.6243,11.0,0,,
95,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6211,0.6211,0.6211,0.6211,4.0,0,,
96,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.618,0.618,0.618,0.618,4.0,0,,
97,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.6149,0.6149,0.6149,0.6149,9.3333,0,,
98,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.6119,0.6119,0.6119,0.6119,7.0,0,,
99,0.5,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6088,0.6088,0.6088,0.6088,12.0,1,,
100,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.6058,0.6058,0.6058,0.6058,9.3333,0,0.05,8.92
101,0.5,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.6027,0.6027,0.6027,0.6027,9.3333,0,0.05,8.9033
102,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5997,0.5997,0.5997,0.5997,7.0,0,0.05,8.88
103,0.5,4,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5967,0.5967,0.5967,0.5967,9.3333,0,0.04,8.8533
104,0.5,4,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5937,0.5937,0.5937,0.5937,9.3333,0,0.04,8.8367
105,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5908,0.5908,0.5908,0.5908,4.0,0,0.04,8.7833
106,0.5,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.7778,1.8889,2.7778,1.8889,0.5878,0.5878,0.5878,0.5878,9.3333,0,0.04,8.7833
107,0.5,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5849,0.5849,0.5849,0.5849,7.0,0,0.04,8.7433
108,0.5,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.582,0.582,0.582,0.582,7.0,0,0.04,8.72
109,0.5,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.579,0.579,0.579,0.579,7.0,0,0.04,8.6967
110,0.5,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5762,0.5762,0.5762,0.5762,7.0,0,0.04,8.6733
111,0.5,4,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.5733,0.5733,0.5733,0.5733,7.0,0,0.04,8.65
112,0.5,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.5704,0.5704,0.5704,0.5704,9.3333,0,0.04,8.6733
113,0.5,4,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.5676,0.5676,0.5676,0.5676,9.3333,0,0.04,8.6967
114,0.5,4,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.5647,0.5647,0.5647,0.5647,11.0,0,0.04,8.7367
115,0.5,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5619,0.5619,0.5619,0.5619,7.0,0,0.04,8.7133
116,0.5,4,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5591,0.5591,0.5591,0.5591,9.3333,0,0.04,8.7367
117,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5563,0.5563,0.5563,0.5563,7.0,0,0.04,8.6967
118,0.5,4,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5535,0.5535,0.5535,0.5535,9.3333,0,0.04,8.68
119,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5507,0.5507,0.5507,0.5507,7.0,0,0.04,8.64
120,0.5,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.548,0.548,0.548,0.548,12.0,1,0.05,8.72
121,0.5,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5452,0.5452,0.5452,0.5452,7.0,0,0.05,8.75
122,0.5,4,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.5425,0.5425,0.5425,0.5425,11.0,0,0.05,8.75
123,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.5398,0.5398,0.5398,0.5398,9.3333,0,0.05,8.75
124,0.5,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5371,0.5371,0.5371,0.5371,7.0,0,0.05,8.7267
125,0.5,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5344,0.5344,0.5344,0.5344,7.0,0,0.05,8.7033
126,0.5,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.7778,1.8889,2.7778,1.8889,0.5318,0.5318,0.5318,0.5318,9.3333,0,0.05,8.7033
127,0.5,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5291,0.5291,0.5291,0.5291,7.0,0,0.05,8.68
128,0.5,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.5264,0.5264,0.5264,0.5264,9.3333,0,0.05,8.7033
129,0.5,4,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5238,0.5238,0.5238,0.5238,9.3333,0,0.05,8.7567
130,0.5,4,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.5212,0.5212,0.5212,0.5212,9.3333,0,0.05,8.74
131,0.5,4,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.5186,0.5186,0.5186,0.5186,11.0,0,0.05,8.78
132,0.5,4,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.516,0.516,0.516,0.516,11.0,0,0.04,8.77
133,0.5,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5134,0.5134,0.5134,0.5134,12.0,1,0.05,8.7967
134,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.5108,0.5108,0.5108,0.5108,9.3333,0,0.05,8.7967
135,0.5,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5083,0.5083,0.5083,0.5083,7.0,0,0.05,8.7967
136,0.5,4,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5058,0.5058,0.5058,0.5058,9.3333,0,0.05,8.78
137,0.5,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5032,0.5032,0.5032,0.5032,12.0,1,0.06,8.8067
138,0.5,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5007,0.5007,0.5007,0.5007,7.0,0,0.06,8.7667
139,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.4982,0.4982,0.4982,0.4982,9.3333,0,0.06,8.82
140,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.4957,0.4957,0.4957,0.4957,7.0,0,0.06,8.78
141,0.5,4,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.4932,0.4932,0.4932,0.4932,9.3333,0,0.06,8.78
142,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.4908,0.4908,0.4908,0.4908,7.0,0,0.06,8.74
143,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.4883,0.4883,0.4883,0.4883,7.0,0,0.06,8.74
144,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.4859,0.4859,0.4859,0.4859,7.0,0,0.06,8.77
145,0.5,4,C,D,C,C,2.0,5.0,2.0,2.0,2.5,3.5,2.5,2.5,0.4834,0.4834,0.4834,0.4834,11.0,0,0.06,8.77
146,0.5,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.481,0.481,0.481,0.481,12.0,1,0.07,8.7967
147,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4786,0.4786,0.4786,0.4786,4.0,0,0.07,8.7667
148,0.5,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.4762,0.4762,0.4762,0.4762,7.0,0,0.07,8.7667
149,0.5,4,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.4738,0.4738,0.4738,0.4738,11.0,0,0.07,8.7833
150,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.4715,0.4715,0.4715,0.4715,7.0,0,0.07,8.76
151,0.5,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.7778,1.8889,2.7778,1.8889,0.4691,0.4691,0.4691,0.4691,9.3333,0,0.07,8.76
152,0.5,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.7778,1.8889,2.7778,1.8889,0.4668,0.4668,0.4668,0.4668,9.3333,0,0.07,8.76
153,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4644,0.4644,0.4644,0.4644,4.0,0,0.07,8.69
154,0.5,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.4621,0.4621,0.4621,0.4621,9.3333,0,0.07,8.6733
155,0.5,4,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.4598,0.4598,0.4598,0.4598,11.0,0,0.07,8.7133
156,0.5,4,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.4575,0.4575,0.4575,0.4575,7.0,0,0.07,8.6733
157,0.5,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.4552,0.4552,0.4552,0.4552,9.3333,0,0.07,8.6967
158,0.5,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.4529,0.4529,0.4529,0.4529,9.3333,0,0.06,8.67
159,0.5,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.4507,0.4507,0.4507,0.4507,7.0,0,0.06,8.67
160,0.5,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.4484,0.4484,0.4484,0.4484,12.0,1,0.07,8.72
161,0.5,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.4462,0.4462,0.4462,0.4462,7.0,0,0.07,8.68
162,0.5,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.444,0.444,0.444,0.444,9.3333,0,0.07,8.7033
163,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4417,0.4417,0.4417,0.4417,4.0,0,0.07,8.65
164,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4395,0.4395,0.4395,0.4395,4.0,0,0.07,8.5967
165,0.5,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4373,0.4373,0.4373,0.4373,4.0,0,0.07,8.5267
