episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
26,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.8778,0.8778,0.8778,0.8778,7.0,0,,
27,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.8734,0.8734,0.8734,0.8734,9.3333,0,,
28,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.8691,0.8691,0.8691,0.8691,11.0,0,,
29,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.8647,0.8647,0.8647,0.8647,7.0,0,,
30,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.8604,0.8604,0.8604,0.8604,11.0,0,,
31,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.8561,0.8561,0.8561,0.8561,9.3333,0,,
32,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.8518,0.8518,0.8518,0.8518,11.0,0,,
33,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.8475,0.8475,0.8475,0.8475,7.0,0,,
34,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.8433,0.8433,0.8433,0.8433,11.0,0,,
35,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.8391,0.8391,0.8391,0.8391,11.0,0,,
36,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.8349,0.8349,0.8349,0.8349,11.0,0,,
37,0.2,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.8307,0.8307,0.8307,0.8307,9.3333,0,,
38,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.8266,0.8266,0.8266,0.8266,11.0,0,,
39,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.8224,0.8224,0.8224,0.8224,12.0,1,,
40,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.8183,0.8183,0.8183,0.8183,7.0,0,,
41,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.8142,0.8142,0.8142,0.8142,9.3333,0,,
42,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.8102,0.8102,0.8102,0.8102,11.0,0,,
43,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.8061,0.8061,0.8061,0.8061,11.0,0,,
44,0.2,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.8021,0.8021,0.8021,0.8021,9.3333,0,,
45,0.2,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.7981,0.7981,0.7981,0.7981,9.3333,0,,
46,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.7941,0.7941,0.7941,0.7941,11.0,0,,
47,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.7901,0.7901,0.7901,0.7901,7.0,0,,
48,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.7862,0.7862,0.7862,0.7862,7.0,0,,
49,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.7822,0.7822,0.7822,0.7822,9.3333,0,,
50,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.7783,0.7783,0.7783,0.7783,11.0,0,,
51,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.7744,0.7744,0.7744,0.7744,9.3333,0,,
52,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.7705,0.7705,0.7705,0.7705,9.3333,0,,
53,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.7667,0.7667,0.7667,0.7667,11.0,0,,
54,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.7629,0.7629,0.7629,0.7629,9.3333,0,,
55,0.2,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.759,0.759,0.759,0.759,4.0,0,,
56,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.7553,0.7553,0.7553,0.7553,9.3333,0,,
57,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.7515,0.7515,0.7515,0.7515,11.0,0,,
58,0.2,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.7477,0.7477,0.7477,0.7477,9.3333,0,,
59,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.744,0.744,0.744,0.744,12.0,1,,
60,0.2,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.7111,1.7111,1.7111,1.8667,0.7403,0.7403,0.7403,0.7403,7.0,0,,
61,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.7366,0.7366,0.7366,0.7366,11.0,0,,
62,0.2,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.7329,0.7329,0.7329,0.7329,9.3333,0,,
63,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.7292,0.7292,0.7292,0.7292,9.3333,0,,
64,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7256,0.7256,0.7256,0.7256,12.0,1,,
65,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.7219,0.7219,0.7219,0.7219,11.0,0,,
66,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.7183,0.7183,0.7183,0.7183,9.3333,0,,
67,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.7147,0.7147,0.7147,0.7147,11.0,0,,
68,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.7112,0.7112,0.7112,0.7112,11.0,0,,
69,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.7076,0.7076,0.7076,0.7076,9.3333,0,,
70,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.7041,0.7041,0.7041,0.7041,11.0,0,,
71,0.2,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.7111,1.7111,1.7111,1.8667,0.7005,0.7005,0.7005,0.7005,7.0,0,,
72,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.697,0.697,0.697,0.697,11.0,0,,
73,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.6936,0.6936,0.6936,0.6936,11.0,0,,
74,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.6901,0.6901,0.6901,0.6901,11.0,0,,
75,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.6866,0.6866,0.6866,0.6866,11.0,0,,
76,0.2,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6832,0.6832,0.6832,0.6832,4.0,0,,
77,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.6798,0.6798,0.6798,0.6798,9.3333,0,,
78,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6764,0.6764,0.6764,0.6764,12.0,1,,
79,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.673,0.673,0.673,0.673,9.3333,0,,
80,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.6696,0.6696,0.6696,0.6696,7.0,0,,
81,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.6663,0.6663,0.6663,0.6663,9.3333,0,,
82,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.663,0.663,0.663,0.663,11.0,0,,
83,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.6597,0.6597,0.6597,0.6597,11.0,0,,
84,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.6564,0.6564,0.6564,0.6564,7.0,0,,
85,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.6531,0.6531,0.6531,0.6531,9.3333,0,,
86,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.6498,0.6498,0.6498,0.6498,11.0,0,,
87,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.6466,0.6466,0.6466,0.6466,7.0,0,,
88,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.6433,0.6433,0.6433,0.6433,9.3333,0,,
89,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.6401,0.6401,0.6401,0.6401,11.0,0,,
90,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6369,0.6369,0.6369,0.6369,12.0,1,,
91,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.6337,0.6337,0.6337,0.6337,9.3333,0,,
92,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.6306,0.6306,0.6306,0.6306,9.3333,0,,
93,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.6274,0.6274,0.6274,0.6274,11.0,0,,
94,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.6243,0.6243,0.6243,0.6243,9.3333,0,,
95,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6211,0.6211,0.6211,0.6211,12.0,1,,
96,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.618,0.618,0.618,0.618,11.0,0,,
97,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6149,0.6149,0.6149,0.6149,12.0,1,,
98,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.6119,0.6119,0.6119,0.6119,11.0,0,,
99,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.6088,0.6088,0.6088,0.6088,11.0,0,,
100,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.6058,0.6058,0.6058,0.6058,11.0,0,0.08,9.6433
101,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6027,0.6027,0.6027,0.6027,12.0,1,0.09,9.6533
102,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.5997,0.5997,0.5997,0.5997,7.0,0,0.09,9.63
103,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.5967,0.5967,0.5967,0.5967,9.3333,0,0.08,9.6033
104,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.5937,0.5937,0.5937,0.5937,9.3333,0,0.08,9.5867
105,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.5908,0.5908,0.5908,0.5908,9.3333,0,0.08,9.5867
106,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5878,0.5878,0.5878,0.5878,12.0,1,0.09,9.6133
107,0.2,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.7111,1.7111,1.7111,1.8667,0.5849,0.5849,0.5849,0.5849,7.0,0,0.09,9.5733
108,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.582,0.582,0.582,0.582,9.3333,0,0.09,9.5733
109,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.579,0.579,0.579,0.579,9.3333,0,0.09,9.5733
110,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.5762,0.5762,0.5762,0.5762,9.3333,0,0.09,9.5733
111,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.5733,0.5733,0.5733,0.5733,9.3333,0,0.09,9.5733
112,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.5704,0.5704,0.5704,0.5704,7.0,0,0.09,9.5733
113,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.5676,0.5676,0.5676,0.5676,9.3333,0,0.09,9.5967
114,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.5647,0.5647,0.5647,0.5647,9.3333,0,0.09,9.5967
115,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.5619,0.5619,0.5619,0.5619,7.0,0,0.09,9.5567
116,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.5591,0.5591,0.5591,0.5591,11.0,0,0.09,9.5967
117,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.5563,0.5563,0.5563,0.5563,9.3333,0,0.09,9.5967
118,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.5535,0.5535,0.5535,0.5535,11.0,0,0.09,9.6133
119,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.5507,0.5507,0.5507,0.5507,9.3333,0,0.09,9.6133
120,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.548,0.548,0.548,0.548,9.3333,0,0.09,9.6367
121,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.5452,0.5452,0.5452,0.5452,11.0,0,0.09,9.6767
122,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.5425,0.5425,0.5425,0.5425,11.0,0,0.09,9.6767
123,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5398,0.5398,0.5398,0.5398,12.0,1,0.1,9.7267
124,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.5371,0.5371,0.5371,0.5371,7.0,0,0.1,9.7033
125,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.5344,0.5344,0.5344,0.5344,9.3333,0,0.1,9.7033
126,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.5318,0.5318,0.5318,0.5318,9.3333,0,0.1,9.7267
127,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.5291,0.5291,0.5291,0.5291,11.0,0,0.1,9.7433
128,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.5264,0.5264,0.5264,0.5264,11.0,0,0.1,9.7433
129,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.5238,0.5238,0.5238,0.5238,11.0,0,0.1,9.7833
130,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.5212,0.5212,0.5212,0.5212,11.0,0,0.1,9.7833
131,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.5186,0.5186,0.5186,0.5186,7.0,0,0.1,9.76
132,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.516,0.516,0.516,0.516,11.0,0,0.1,9.76
133,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.5134,0.5134,0.5134,0.5134,9.3333,0,0.1,9.7833
134,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.5108,0.5108,0.5108,0.5108,11.0,0,0.1,9.7833
135,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.5083,0.5083,0.5083,0.5083,11.0,0,0.1,9.7833
136,0.2,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.5058,0.5058,0.5058,0.5058,9.3333,0,0.1,9.7667
137,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.5032,0.5032,0.5032,0.5032,7.0,0,0.1,9.7433
138,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.5007,0.5007,0.5007,0.5007,9.3333,0,0.1,9.7267
139,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.4982,0.4982,0.4982,0.4982,11.0,0,0.09,9.7167
140,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.4957,0.4957,0.4957,0.4957,11.0,0,0.09,9.7567
141,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.4932,0.4932,0.4932,0.4932,11.0,0,0.09,9.7733
142,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.4908,0.4908,0.4908,0.4908,12.0,1,0.1,9.7833
143,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.4883,0.4883,0.4883,0.4883,9.3333,0,0.1,9.7667
144,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.4859,0.4859,0.4859,0.4859,9.3333,0,0.1,9.7667
145,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.4834,0.4834,0.4834,0.4834,11.0,0,0.1,9.7833
146,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.481,0.481,0.481,0.481,12.0,1,0.11,9.7933
147,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.4786,0.4786,0.4786,0.4786,11.0,0,0.11,9.8333
148,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.4762,0.4762,0.4762,0.4762,9.3333,0,0.11,9.8567
149,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.4738,0.4738,0.4738,0.4738,11.0,0,0.11,9.8733
150,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.4715,0.4715,0.4715,0.4715,9.3333,0,0.11,9.8567
151,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.4691,0.4691,0.4691,0.4691,11.0,0,0.11,9.8733
152,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.4668,0.4668,0.4668,0.4668,9.3333,0,0.11,9.8733
153,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.4644,0.4644,0.4644,0.4644,11.0,0,0.11,9.8733
154,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.4621,0.4621,0.4621,0.4621,9.3333,0,0.11,9.8733
155,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.4598,0.4598,0.4598,0.4598,9.3333,0,0.11,9.9267
156,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.4575,0.4575,0.4575,0.4575,7.0,0,0.11,9.9033
157,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.4552,0.4552,0.4552,0.4552,11.0,0,0.11,9.9033
158,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.4529,0.4529,0.4529,0.4529,11.0,0,0.11,9.92
159,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.4507,0.4507,0.4507,0.4507,11.0,0,0.1,9.91
160,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.4484,0.4484,0.4484,0.4484,7.0,0,0.1,9.91
161,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.4462,0.4462,0.4462,0.4462,11.0,0,0.1,9.91
162,0.2,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.444,0.444,0.444,0.444,4.0,0,0.1,9.8567
163,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.4417,0.4417,0.4417,0.4417,11.0,0,0.1,9.8733
164,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.4395,0.4395,0.4395,0.4395,9.3333,0,0.09,9.8467
165,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.4373,0.4373,0.4373,0.4373,9.3333,0,0.09,9.83
166,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.4351,0.4351,0.4351,0.4351,9.3333,0,0.09,9.83
167,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.433,0.433,0.433,0.433,11.0,0,0.09,9.83
168,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.4308,0.4308,0.4308,0.4308,9.3333,0,0.09,9.8133
169,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.4286,0.4286,0.4286,0.4286,11.0,0,0.09,9.83
170,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.4265,0.4265,0.4265,0.4265,9.3333,0,0.09,9.8133
